1,-4755590,4,188019
1,-4755608,6,358264
1,-4755626,8,295825
1,-4755644,3,714761
1,-4755662,2,458817
1,-4755680,3,233761
1,-4755698,7,717127
1,-4755716,5,650989
1,-4755734,3,539101
1,-4755752,2,116689
1,-4755770,6,961764
1,-4755788,6,595488
1,-4755806,6,656078
1,-4755824,3,819224
1,-4755842,3,126728
1,-4755860,9,961906
1,-4755878,9,763803
1,-4755896,4,244537
1,-4755914,7,767809
1,-4755932,4,914072
1,-4755950,6,980734
1,-4755968,6,702354
1,-4755986,5,514347
1,-4756004,8,750416
1,-4756022,9,069077
1,-4756040,9,504222
1,-4756058,5,557428
1,-4756076,2,734703
1,-4756094,5,20875
1,-4756112,7,496883
1,-4756130,3,038713
1,-4756148,6,119333
1,-4756166,7,548576
1,-4756184,5,771543
1,-4756202,5,097833
1,-4756220,5,543487
1,-4756238,7,284222
1,-4756256,6,317322
1,-4756274,8,110889
1,-4756292,6,750356
1,-4756310,2,70138
1,-4756328,6,919693
1,-4756346,6,531156
1,-4756364,9,797208
1,-4756382,6,828326
1,-4756400,6,824224
1,-4756418,6,921605
1,-4756436,8,927044
1,-4756454,8,006263
1,-4756472,2,013275
1,-4756490,8,986537
1,-4756508,5,977818
1,-4756526,7,411644
1,-4756544,6,61697
1,-4756562,6,595064
1,-4756580,5,414713
1,-4756598,4,787391
1,-4756616,6,926206
1,-4756634,3,039946
1,-4756652,7,61344
1,-4756670,4,576466
1,-4756688,5,139
1,-4756706,9,031722
1,-4756724,2,715144
1,-4756742,9,865918
1,-4756760,6,803214
1,-4756778,4,54415
1,-4756796,9,007792
1,-4756814,5,013861
1,-4756832,2,004396
1,-4756850,2,799019
1,-4756868,6,236772
1,-4756886,4,147438
1,-4756904,7,264204
1,-4756922,7,592058
1,-4756940,4,690683
1,-4756958,4,964365
1,-4756976,7,107719
1,-4756994,8,70143
1,-4757012,6,042266
1,-4757030,7,177444
1,-4757048,6,225834
1,-4757066,8,505135
1,-4757084,4,541581
1,-4757102,8,698226
1,-4757120,9,743157
1,-4757138,2,928205
1,-4757156,4,319721
1,-4757174,5,886514
1,-4757192,4,978257
1,-4757210,2,974183
1,-4757228,4,690446
1,-4757246,9,175571
1,-4757264,2,088413
1,-4757282,7,061139
1,-4757300,6,185441
1,-4757318,3,838467
1,-4757336,5,689693
1,-4757354,4,833054
1,-4757372,8,234299
1,-4757390,7,970119
1,-4757408,9,334144
1,-4757426,9,527564
1,-4757444,6,549708
1,-4757462,8,948281
1,-4757480,4,250705
1,-4757498,6,806499
2,-4753916,7,219215
2,-4753934,6,180995
2,-4753952,9,56915
2,-4753970,2,726327
2,-4753988,3,341036
2,-4754006,5,847543
2,-4754024,4,099018
2,-4754042,2,006574
2,-4754060,6,286203
2,-4754078,8,961506
2,-4754096,5,841651
2,-4754114,4,637376
2,-4754132,3,432691
2,-4754150,2,155259
2,-4754168,9,218899
2,-4754186,8,937466
2,-4754204,4,529258
2,-4754222,5,500629
2,-4754240,9,414304
2,-4754258,5,885763
2,-4754276,4,063042
2,-4754294,9,776073
2,-4754312,5,006233
2,-4754330,4,188867
2,-4754348,9,82921
2,-4754366,3,896924
2,-4754384,4,292367
2,-4754402,6,596456
2,-4754420,3,214102
2,-4754438,3,916387
2,-4754456,9,119819
2,-4754474,6,741204
2,-4754492,2,696944
2,-4754510,8,538062
2,-4754528,5,493425
2,-4754546,9,461591
2,-4754564,2,273229
2,-4754582,5,034729
2,-4754600,8,81353
2,-4754618,5,282437
2,-4754636,6,986701
2,-4754654,8,191702
2,-4754672,9,61016
2,-4754690,6,260441
2,-4754708,4,367576
2,-4754726,9,700127
2,-4754744,6,28229
2,-4754762,8,751179
2,-4754780,8,264492
2,-4754798,4,584826
2,-4754816,6,072427
2,-4754834,5,588927
2,-4754852,6,73001
2,-4754870,9,297416
2,-4754888,8,224944
2,-4754906,5,819948
2,-4754924,6,593847
2,-4754942,9,11683
2,-4754960,2,626552
2,-4754978,5,629785
2,-4754996,5,688223
2,-4755014,7,143611
2,-4755032,7,688657
2,-4755050,3,279259
2,-4755068,6,284263
2,-4755086,9,515466
2,-4755104,3,607278
2,-4755122,3,317234
2,-4755140,8,971341
2,-4755158,7,183233
2,-4755176,4,590057
2,-4755194,4,960947
2,-4755212,4,590128
2,-4755230,6,587853
2,-4755248,8,013282
2,-4755266,7,619834
2,-4755284,6,365547
2,-4755302,4,20098
2,-4755320,9,345498
2,-4755338,4,537154
2,-4755356,2,351208
2,-4755374,8,229325
2,-4755392,8,002109
2,-4755410,4,563067
2,-4755428,4,056907
2,-4755446,9,738593
2,-4755464,3,240557
2,-4755482,5,762311
2,-4755500,7,845781
2,-4755518,4,664681
2,-4755536,2,04701
2,-4755554,5,242397
2,-4755572,6,660891
2,-4755590,4,188019
2,-4755608,6,358264
2,-4755626,8,295825
2,-4755644,3,714761
2,-4755662,2,458817
2,-4755680,3,233761
2,-4755698,7,717127
2,-4755716,5,650989
2,-4755734,3,539101
2,-4755752,2,116689
2,-4755770,6,961764
2,-4755788,6,595488
2,-4755806,6,656078
2,-4755824,3,819224
2,-4755842,3,126728
2,-4755860,9,961906
2,-4755878,9,763803
2,-4755896,4,244537
2,-4755914,7,767809
2,-4755932,4,914072
2,-4755950,6,980734
2,-4755968,6,702354
2,-4755986,5,514347
2,-4756004,8,750416
2,-4756022,9,069077
2,-4756040,9,504222
2,-4756058,5,557428
2,-4756076,2,734703
2,-4756094,5,20875
2,-4756112,7,496883
2,-4756130,3,038713
2,-4756148,6,119333
2,-4756166,7,548576
2,-4756184,5,771543
2,-4756202,5,097833
2,-4756220,5,543487
2,-4756238,7,284222
2,-4756256,6,317322
2,-4756274,8,110889
2,-4756292,6,750356
2,-4756310,2,70138
2,-4756328,6,919693
2,-4756346,6,531156
2,-4756364,9,797208
2,-4756382,6,828326
2,-4756400,6,824224
2,-4756418,6,921605
2,-4756436,8,927044
2,-4756454,8,006263
2,-4756472,2,013275
2,-4756490,8,986537
2,-4756508,5,977818
2,-4756526,7,411644
2,-4756544,6,61697
2,-4756562,6,595064
2,-4756580,5,414713
2,-4756598,4,787391
2,-4756616,6,926206
2,-4756634,3,039946
2,-4756652,7,61344
2,-4756670,4,576466
2,-4756688,5,139
2,-4756706,9,031722
2,-4756724,2,715144
2,-4756742,9,865918
2,-4756760,6,803214
2,-4756778,4,54415
2,-4756796,9,007792
2,-4756814,5,013861
2,-4756832,2,004396
2,-4756850,2,799019
2,-4756868,6,236772
2,-4756886,4,147438
2,-4756904,7,264204
2,-4756922,7,592058
2,-4756940,4,690683
2,-4756958,4,964365
2,-4756976,7,107719
2,-4756994,8,70143
2,-4757012,6,042266
2,-4757030,7,177444
2,-4757048,6,225834
2,-4757066,8,505135
2,-4757084,4,541581
2,-4757102,8,698226
2,-4757120,9,743157
2,-4757138,2,928205
2,-4757156,4,319721
2,-4757174,5,886514
2,-4757192,4,978257
2,-4757210,2,974183
2,-4757228,4,690446
2,-4757246,9,175571
2,-4757264,2,088413
2,-4757282,7,061139
2,-4757300,6,185441
2,-4757318,3,838467
2,-4757336,5,689693
2,-4757354,4,833054
2,-4757372,8,234299
2,-4757390,7,970119
2,-4757408,9,334144
2,-4757426,9,527564
2,-4757444,6,549708
2,-4757462,8,948281
2,-4757480,4,250705
2,-4757498,6,806499
2,-4758584,8,948281
2,-4758604,6,549708
2,-4758624,4,244537
2,-4758644,9,56915
2,-4758664,4,964365
3,-4753916,7,219215
3,-4753934,6,180995
3,-4753952,9,56915
3,-4753970,2,726327
3,-4753988,3,341036
3,-4754006,5,847543
3,-4754024,4,099018
3,-4754042,2,006574
3,-4754060,6,286203
3,-4754078,8,961506
3,-4754096,5,841651
3,-4754114,4,637376
3,-4754132,3,432691
3,-4754150,2,155259
3,-4754168,9,218899
3,-4754186,8,937466
3,-4754204,4,529258
3,-4754222,5,500629
3,-4754240,9,414304
3,-4754258,5,885763
3,-4754276,4,063042
3,-4754294,9,776073
3,-4754312,5,006233
3,-4754330,4,188867
3,-4754348,9,82921
3,-4754366,3,896924
3,-4754384,4,292367
3,-4754402,6,596456
3,-4754420,3,214102
3,-4754438,3,916387
3,-4754456,9,119819
3,-4754474,6,741204
3,-4754492,2,696944
3,-4754510,8,538062
3,-4754528,5,493425
3,-4754546,9,461591
3,-4754564,2,273229
3,-4754582,5,034729
3,-4754600,8,81353
3,-4754618,5,282437
3,-4754636,6,986701
3,-4754654,8,191702
3,-4754672,9,61016
3,-4754690,6,260441
3,-4754708,4,367576
3,-4754726,9,700127
3,-4754744,6,28229
3,-4754762,8,751179
3,-4754780,8,264492
3,-4754798,4,584826
3,-4754816,6,072427
3,-4754834,5,588927
3,-4754852,6,73001
3,-4754870,9,297416
3,-4754888,8,224944
3,-4754906,5,819948
3,-4754924,6,593847
3,-4754942,9,11683
3,-4754960,2,626552
3,-4754978,5,629785
3,-4754996,5,688223
3,-4755014,7,143611
3,-4755032,7,688657
3,-4755050,3,279259
3,-4755068,6,284263
3,-4755086,9,515466
3,-4755104,3,607278
3,-4755122,3,317234
3,-4755140,8,971341
3,-4755158,7,183233
3,-4755176,4,590057
3,-4755194,4,960947
3,-4755212,4,590128
3,-4755230,6,587853
3,-4755248,8,013282
3,-4755266,7,619834
3,-4755284,6,365547
3,-4755302,4,20098
3,-4755320,9,345498
3,-4755338,4,537154
3,-4755356,2,351208
3,-4755374,8,229325
3,-4755392,8,002109
3,-4755410,4,563067
3,-4755428,4,056907
3,-4755446,9,738593
3,-4755464,3,240557
3,-4755482,5,762311
3,-4755500,7,845781
3,-4755518,4,664681
3,-4755536,2,04701
3,-4755554,5,242397
3,-4755572,6,660891
3,-4755590,4,188019
3,-4755608,6,358264
3,-4755626,8,295825
3,-4755644,3,714761
3,-4755662,2,458817
3,-4755680,3,233761
3,-4755698,7,717127
3,-4755716,5,650989
3,-4755734,3,539101
3,-4755752,2,116689
3,-4755770,6,961764
3,-4755788,6,595488
3,-4755806,6,656078
3,-4755824,3,819224
3,-4755842,3,126728
3,-4755860,9,961906
3,-4755878,9,763803
3,-4755896,4,244537
3,-4755914,7,767809
3,-4755932,4,914072
3,-4755950,6,980734
3,-4755968,6,702354
3,-4755986,5,514347
3,-4756004,8,750416
3,-4756022,9,069077
3,-4756040,9,504222
3,-4756058,5,557428
3,-4756076,2,734703
3,-4756094,5,20875
3,-4756112,7,496883
3,-4756130,3,038713
3,-4756148,6,119333
3,-4756166,7,548576
3,-4756184,5,771543
3,-4756202,5,097833
3,-4756220,5,543487
3,-4756238,7,284222
3,-4756256,6,317322
3,-4756274,8,110889
3,-4756292,6,750356
3,-4756310,2,70138
3,-4756328,6,919693
3,-4756346,6,531156
3,-4756364,9,797208
3,-4756382,6,828326
3,-4756400,6,824224
3,-4756418,6,921605
3,-4756436,8,927044
3,-4756454,8,006263
3,-4756472,2,013275
3,-4756490,8,986537
3,-4756508,5,977818
3,-4756526,7,411644
3,-4756544,6,61697
3,-4756562,6,595064
3,-4756580,5,414713
3,-4756598,4,787391
3,-4756616,6,926206
3,-4756634,3,039946
3,-4756652,7,61344
3,-4756670,4,576466
3,-4756688,5,139
3,-4756706,9,031722
3,-4756724,2,715144
3,-4756742,9,865918
3,-4756760,6,803214
3,-4756778,4,54415
3,-4756796,9,007792
3,-4756814,5,013861
3,-4756832,2,004396
3,-4756850,2,799019
3,-4756868,6,236772
3,-4756886,4,147438
3,-4756904,7,264204
3,-4756922,7,592058
3,-4756940,4,690683
3,-4756958,4,964365
3,-4756976,7,107719
3,-4756994,8,70143
3,-4757012,6,042266
3,-4757030,7,177444
3,-4757048,6,225834
3,-4757066,8,505135
3,-4757084,4,541581
3,-4757102,8,698226
3,-4757120,9,743157
3,-4757138,2,928205
3,-4757156,4,319721
3,-4757174,5,886514
3,-4757192,4,978257
3,-4757210,2,974183
3,-4757228,4,690446
3,-4757246,9,175571
3,-4757264,2,088413
3,-4757282,7,061139
3,-4757300,6,185441
3,-4757318,3,838467
3,-4757336,5,689693
3,-4757354,4,833054
3,-4757372,8,234299
3,-4757390,7,970119
3,-4757408,9,334144
3,-4757426,9,527564
3,-4757444,6,549708
3,-4757462,8,948281
3,-4757480,4,250705
3,-4757498,6,806499
3,-4758584,8,948281
3,-4758604,6,549708
3,-4758624,4,244537
3,-4758644,9,56915
3,-4758664,4,964365
3,-4759704,6,926206
3,-4759724,9,700127
3,-4759744,8,538062
3,-4759764,6,961764
3,-4759784,6,180995
4,-4753916,7,219215
4,-4753934,6,180995
4,-4753952,9,56915
4,-4753970,2,726327
4,-4753988,3,341036
4,-4754006,5,847543
4,-4754024,4,099018
4,-4754042,2,006574
4,-4754060,6,286203
4,-4754078,8,961506
4,-4754096,5,841651
4,-4754114,4,637376
4,-4754132,3,432691
4,-4754150,2,155259
4,-4754168,9,218899
4,-4754186,8,937466
4,-4754204,4,529258
4,-4754222,5,500629
4,-4754240,9,414304
4,-4754258,5,885763
4,-4754276,4,063042
4,-4754294,9,776073
4,-4754312,5,006233
4,-4754330,4,188867
4,-4754348,9,82921
4,-4754366,3,896924
4,-4754384,4,292367
4,-4754402,6,596456
4,-4754420,3,214102
4,-4754438,3,916387
4,-4754456,9,119819
4,-4754474,6,741204
4,-4754492,2,696944
4,-4754510,8,538062
4,-4754528,5,493425
4,-4754546,9,461591
4,-4754564,2,273229
4,-4754582,5,034729
4,-4754600,8,81353
4,-4754618,5,282437
4,-4754636,6,986701
4,-4754654,8,191702
4,-4754672,9,61016
4,-4754690,6,260441
4,-4754708,4,367576
4,-4754726,9,700127
4,-4754744,6,28229
4,-4754762,8,751179
4,-4754780,8,264492
4,-4754798,4,584826
4,-4754816,6,072427
4,-4754834,5,588927
4,-4754852,6,73001
4,-4754870,9,297416
4,-4754888,8,224944
4,-4754906,5,819948
4,-4754924,6,593847
4,-4754942,9,11683
4,-4754960,2,626552
4,-4754978,5,629785
4,-4754996,5,688223
4,-4755014,7,143611
4,-4755032,7,688657
4,-4755050,3,279259
4,-4755068,6,284263
4,-4755086,9,515466
4,-4755104,3,607278
4,-4755122,3,317234
4,-4755140,8,971341
4,-4755158,7,183233
4,-4755176,4,590057
4,-4755194,4,960947
4,-4755212,4,590128
4,-4755230,6,587853
4,-4755248,8,013282
4,-4755266,7,619834
4,-4755284,6,365547
4,-4755302,4,20098
4,-4755320,9,345498
4,-4755338,4,537154
4,-4755356,2,351208
4,-4755374,8,229325
4,-4755392,8,002109
4,-4755410,4,563067
4,-4755428,4,056907
4,-4755446,9,738593
4,-4755464,3,240557
4,-4755482,5,762311
4,-4755500,7,845781
4,-4755518,4,664681
4,-4755536,2,04701
4,-4755554,5,242397
4,-4755572,6,660891
4,-4755590,4,188019
4,-4755608,6,358264
4,-4755626,8,295825
4,-4755644,3,714761
4,-4755662,2,458817
4,-4755680,3,233761
4,-4755698,7,717127
4,-4755716,5,650989
4,-4755734,3,539101
4,-4755752,2,116689
4,-4755770,6,961764
4,-4755788,6,595488
4,-4755806,6,656078
4,-4755824,3,819224
4,-4755842,3,126728
4,-4755860,9,961906
4,-4755878,9,763803
4,-4755896,4,244537
4,-4755914,7,767809
4,-4755932,4,914072
4,-4755950,6,980734
4,-4755968,6,702354
4,-4755986,5,514347
4,-4756004,8,750416
4,-4756022,9,069077
4,-4756040,9,504222
4,-4756058,5,557428
4,-4756076,2,734703
4,-4756094,5,20875
4,-4756112,7,496883
4,-4756130,3,038713
4,-4756148,6,119333
4,-4756166,7,548576
4,-4756184,5,771543
4,-4756202,5,097833
4,-4756220,5,543487
4,-4756238,7,284222
4,-4756256,6,317322
4,-4756274,8,110889
4,-4756292,6,750356
4,-4756310,2,70138
4,-4756328,6,919693
4,-4756346,6,531156
4,-4756364,9,797208
4,-4756382,6,828326
4,-4756400,6,824224
4,-4756418,6,921605
4,-4756436,8,927044
4,-4756454,8,006263
4,-4756472,2,013275
4,-4756490,8,986537
4,-4756508,5,977818
4,-4756526,7,411644
4,-4756544,6,61697
4,-4756562,6,595064
4,-4756580,5,414713
4,-4756598,4,787391
4,-4756616,6,926206
4,-4756634,3,039946
4,-4756652,7,61344
4,-4756670,4,576466
4,-4756688,5,139
4,-4756706,9,031722
4,-4756724,2,715144
4,-4756742,9,865918
4,-4756760,6,803214
4,-4756778,4,54415
4,-4756796,9,007792
4,-4756814,5,013861
4,-4756832,2,004396
4,-4756850,2,799019
4,-4756868,6,236772
4,-4756886,4,147438
4,-4756904,7,264204
4,-4756922,7,592058
4,-4756940,4,690683
4,-4756958,4,964365
4,-4756976,7,107719
4,-4756994,8,70143
4,-4757012,6,042266
4,-4757030,7,177444
4,-4757048,6,225834
4,-4757066,8,505135
4,-4757084,4,541581
4,-4757102,8,698226
4,-4757120,9,743157
4,-4757138,2,928205
4,-4757156,4,319721
4,-4757174,5,886514
4,-4757192,4,978257
4,-4757210,2,974183
4,-4757228,4,690446
4,-4757246,9,175571
4,-4757264,2,088413
4,-4757282,7,061139
4,-4757300,6,185441
4,-4757318,3,838467
4,-4757336,5,689693
4,-4757354,4,833054
4,-4757372,8,234299
4,-4757390,7,970119
4,-4757408,9,334144
4,-4757426,9,527564
4,-4757444,6,549708
4,-4757462,8,948281
4,-4757480,4,250705
4,-4757498,6,806499
4,-4758584,8,948281
4,-4758604,6,549708
4,-4758624,4,244537
4,-4758644,9,56915
4,-4758664,4,964365
4,-4759704,6,926206
4,-4759724,9,700127
4,-4759744,8,538062
4,-4759764,6,961764
4,-4759784,6,180995
4,-4760818,8,751179
4,-4760838,9,297416
4,-4760858,6,185441
4,-4760878,8,937466
4,-4760898,6,225834
5,-4753916,7,219215
5,-4753934,6,180995
5,-4753952,9,56915
5,-4753970,2,726327
5,-4753988,3,341036
5,-4754006,5,847543
5,-4754024,4,099018
5,-4754042,2,006574
5,-4754060,6,286203
5,-4754078,8,961506
5,-4754096,5,841651
5,-4754114,4,637376
5,-4754132,3,432691
5,-4754150,2,155259
5,-4754168,9,218899
5,-4754186,8,937466
5,-4754204,4,529258
5,-4754222,5,500629
5,-4754240,9,414304
5,-4754258,5,885763
5,-4754276,4,063042
5,-4754294,9,776073
5,-4754312,5,006233
5,-4754330,4,188867
5,-4754348,9,82921
5,-4754366,3,896924
5,-4754384,4,292367
5,-4754402,6,596456
5,-4754420,3,214102
5,-4754438,3,916387
5,-4754456,9,119819
5,-4754474,6,741204
5,-4754492,2,696944
5,-4754510,8,538062
5,-4754528,5,493425
5,-4754546,9,461591
5,-4754564,2,273229
5,-4754582,5,034729
5,-4754600,8,81353
5,-4754618,5,282437
5,-4754636,6,986701
5,-4754654,8,191702
5,-4754672,9,61016
5,-4754690,6,260441
5,-4754708,4,367576
5,-4754726,9,700127
5,-4754744,6,28229
5,-4754762,8,751179
5,-4754780,8,264492
5,-4754798,4,584826
5,-4754816,6,072427
5,-4754834,5,588927
5,-4754852,6,73001
5,-4754870,9,297416
5,-4754888,8,224944
5,-4754906,5,819948
5,-4754924,6,593847
5,-4754942,9,11683
5,-4754960,2,626552
5,-4754978,5,629785
5,-4754996,5,688223
5,-4755014,7,143611
5,-4755032,7,688657
5,-4755050,3,279259
5,-4755068,6,284263
5,-4755086,9,515466
5,-4755104,3,607278
5,-4755122,3,317234
5,-4755140,8,971341
5,-4755158,7,183233
5,-4755176,4,590057
5,-4755194,4,960947
5,-4755212,4,590128
5,-4755230,6,587853
5,-4755248,8,013282
5,-4755266,7,619834
5,-4755284,6,365547
5,-4755302,4,20098
5,-4755320,9,345498
5,-4755338,4,537154
5,-4755356,2,351208
5,-4755374,8,229325
5,-4755392,8,002109
5,-4755410,4,563067
5,-4755428,4,056907
5,-4755446,9,738593
5,-4755464,3,240557
5,-4755482,5,762311
5,-4755500,7,845781
5,-4755518,4,664681
5,-4755536,2,04701
5,-4755554,5,242397
5,-4755572,6,660891
5,-4755590,4,188019
5,-4755608,6,358264
5,-4755626,8,295825
5,-4755644,3,714761
5,-4755662,2,458817
5,-4755680,3,233761
5,-4755698,7,717127
5,-4755716,5,650989
5,-4755734,3,539101
5,-4755752,2,116689
5,-4755770,6,961764
5,-4755788,6,595488
5,-4755806,6,656078
5,-4755824,3,819224
5,-4755842,3,126728
5,-4755860,9,961906
5,-4755878,9,763803
5,-4755896,4,244537
5,-4755914,7,767809
5,-4755932,4,914072
5,-4755950,6,980734
5,-4755968,6,702354
5,-4755986,5,514347
5,-4756004,8,750416
5,-4756022,9,069077
5,-4756040,9,504222
5,-4756058,5,557428
5,-4756076,2,734703
5,-4756094,5,20875
5,-4756112,7,496883
5,-4756130,3,038713
5,-4756148,6,119333
5,-4756166,7,548576
5,-4756184,5,771543
5,-4756202,5,097833
5,-4756220,5,543487
5,-4756238,7,284222
5,-4756256,6,317322
5,-4756274,8,110889
5,-4756292,6,750356
5,-4756310,2,70138
5,-4756328,6,919693
5,-4756346,6,531156
5,-4756364,9,797208
5,-4756382,6,828326
5,-4756400,6,824224
5,-4756418,6,921605
5,-4756436,8,927044
5,-4756454,8,006263
5,-4756472,2,013275
5,-4756490,8,986537
5,-4756508,5,977818
5,-4756526,7,411644
5,-4756544,6,61697
5,-4756562,6,595064
5,-4756580,5,414713
5,-4756598,4,787391
5,-4756616,6,926206
5,-4756634,3,039946
5,-4756652,7,61344
5,-4756670,4,576466
5,-4756688,5,139
5,-4756706,9,031722
5,-4756724,2,715144
5,-4756742,9,865918
5,-4756760,6,803214
5,-4756778,4,54415
5,-4756796,9,007792
5,-4756814,5,013861
5,-4756832,2,004396
5,-4756850,2,799019
5,-4756868,6,236772
5,-4756886,4,147438
5,-4756904,7,264204
5,-4756922,7,592058
5,-4756940,4,690683
5,-4756958,4,964365
5,-4756976,7,107719
5,-4756994,8,70143
5,-4757012,6,042266
5,-4757030,7,177444
5,-4757048,6,225834
5,-4757066,8,505135
5,-4757084,4,541581
5,-4757102,8,698226
5,-4757120,9,743157
5,-4757138,2,928205
5,-4757156,4,319721
5,-4757174,5,886514
5,-4757192,4,978257
5,-4757210,2,974183
5,-4757228,4,690446
5,-4757246,9,175571
5,-4757264,2,088413
5,-4757282,7,061139
5,-4757300,6,185441
5,-4757318,3,838467
5,-4757336,5,689693
5,-4757354,4,833054
5,-4757372,8,234299
5,-4757390,7,970119
5,-4757408,9,334144
5,-4757426,9,527564
5,-4757444,6,549708
5,-4757462,8,948281
5,-4757480,4,250705
5,-4757498,6,806499
5,-4758584,8,948281
5,-4758604,6,549708
5,-4758624,4,244537
5,-4758644,9,56915
5,-4758664,4,964365
5,-4759704,6,926206
5,-4759724,9,700127
5,-4759744,8,538062
5,-4759764,6,961764
5,-4759784,6,180995
5,-4760818,8,751179
5,-4760838,9,297416
5,-4760858,6,185441
5,-4760878,8,937466
5,-4760898,6,225834
5,-4761934,3,038713
5,-4761954,8,948281
5,-4761974,9,11683
5,-4761994,7,177444
5,-4762014,3,607278
6,-4753916,7,219215
6,-4753934,6,180995
6,-4753952,9,56915
6,-4753970,2,726327
6,-4753988,3,341036
6,-4754006,5,847543
6,-4754024,4,099018
6,-4754042,2,006574
6,-4754060,6,286203
6,-4754078,8,961506
6,-4754096,5,841651
6,-4754114,4,637376
6,-4754132,3,432691
6,-4754150,2,155259
6,-4754168,9,218899
6,-4754186,8,937466
6,-4754204,4,529258
6,-4754222,5,500629
6,-4754240,9,414304
6,-4754258,5,885763
6,-4754276,4,063042
6,-4754294,9,776073
6,-4754312,5,006233
6,-4754330,4,188867
6,-4754348,9,82921
6,-4754366,3,896924
6,-4754384,4,292367
6,-4754402,6,596456
6,-4754420,3,214102
6,-4754438,3,916387
6,-4754456,9,119819
6,-4754474,6,741204
6,-4754492,2,696944
6,-4754510,8,538062
6,-4754528,5,493425
6,-4754546,9,461591
6,-4754564,2,273229
6,-4754582,5,034729
6,-4754600,8,81353
6,-4754618,5,282437
6,-4754636,6,986701
6,-4754654,8,191702
6,-4754672,9,61016
6,-4754690,6,260441
6,-4754708,4,367576
6,-4754726,9,700127
6,-4754744,6,28229
6,-4754762,8,751179
6,-4754780,8,264492
6,-4754798,4,584826
6,-4754816,6,072427
6,-4754834,5,588927
6,-4754852,6,73001
6,-4754870,9,297416
6,-4754888,8,224944
6,-4754906,5,819948
6,-4754924,6,593847
6,-4754942,9,11683
6,-4754960,2,626552
6,-4754978,5,629785
6,-4754996,5,688223
6,-4755014,7,143611
6,-4755032,7,688657
6,-4755050,3,279259
6,-4755068,6,284263
6,-4755086,9,515466
6,-4755104,3,607278
6,-4755122,3,317234
6,-4755140,8,971341
6,-4755158,7,183233
6,-4755176,4,590057
6,-4755194,4,960947
6,-4755212,4,590128
6,-4755230,6,587853
6,-4755248,8,013282
6,-4755266,7,619834
6,-4755284,6,365547
6,-4755302,4,20098
6,-4755320,9,345498
6,-4755338,4,537154
6,-4755356,2,351208
6,-4755374,8,229325
6,-4755392,8,002109
6,-4755410,4,563067
6,-4755428,4,056907
6,-4755446,9,738593
6,-4755464,3,240557
6,-4755482,5,762311
6,-4755500,7,845781
6,-4755518,4,664681
6,-4755536,2,04701
6,-4755554,5,242397
6,-4755572,6,660891
6,-4755590,4,188019
6,-4755608,6,358264
6,-4755626,8,295825
6,-4755644,3,714761
6,-4755662,2,458817
6,-4755680,3,233761
6,-4755698,7,717127
6,-4755716,5,650989
6,-4755734,3,539101
6,-4755752,2,116689
6,-4755770,6,961764
6,-4755788,6,595488
6,-4755806,6,656078
6,-4755824,3,819224
6,-4755842,3,126728
6,-4755860,9,961906
6,-4755878,9,763803
6,-4755896,4,244537
6,-4755914,7,767809
6,-4755932,4,914072
6,-4755950,6,980734
6,-4755968,6,702354
6,-4755986,5,514347
6,-4756004,8,750416
